surface,symbol,_id,entrezgene,ensembl_id,pdb_id,name
5S,5S,56139469,56139469,,,5S ribosomal RNA
5S,5S,56139450,56139450,,,5S ribosomal RNA
A23R,A23R,928984,928984,,,A23R
A23R,A23R,3707673,3707673,,,temporal expression: early
A23R,A23R,1486499,1486499,,,hypothetical protein
A23R,A23R,18158461,18158461,,,transcription subunit (intermediate) large subunit
A8R,A8R,3707525,3707525,,,temporal expression: early
A8R,A8R,1486538,1486538,,,hypothetical protein
A8R,A8R,18158345,18158345,,,intermediate transcription factor
ABP1,Abp1,39520,39520,FBgn0036372,,Actin binding protein 1
acetylase,DCS_05472,63718115,63718115,,,acetylase
acetylase,PAAG_01680,9099973,9099973,,,acetylase
acetylase,HCBG_09041,69042057,69042057,,,acetylase
acetylase,CIMG_01435,4567829,4567829,,,acetylase
acid SMase,ACID,100326236,100326236,,,Acid flavor
acid SMase,ACID,100326244,100326244,,,Acid flavor
acid sphingomyelinase,ACID,100326236,100326236,,,Acid flavor
acid sphingomyelinase,ACID,100326244,100326244,,,Acid flavor
actin-binding protein,DMTN,2039,2039,ENSG00000158856,1QZP,dematin actin binding protein
actin-binding protein,ANLN,54443,54443,ENSG00000011426,2Y7B,anillin actin binding protein
actin-binding protein,KPTN,11133,11133,ENSG00000118162,,"kaptin, actin binding protein"
actin-binding protein,POF1B,79983,79983,ENSG00000124429,3,POF1B actin binding protein
actobindin,abnC,31362457,31362457,,,actobindin
actobindin,abnA,31366621,31366621,,,actobindin
actobindin,abnA,14876612,14876612,,,actobindin
actomyosin,FMAN_02484,65081755,65081755,,,EF-hand component of the actomyosin contractile ring
actomyosin,FPRO_02595,42047480,42047480,,,EF-hand component of the actomyosin contractile ring
AH,AH,100884355,100884355,,,Albumen height
AH,AH,101410258,101410258,,,Albumen height
AH,AH,101410262,101410262,,,Albumen height
AH,AH,101410266,101410266,,,Albumen height
AH,AH,101410464,101410464,,,Albumen height
AH,AH,100884371,100884371,,,Albumen height
AH,AH,100884378,100884378,,,Albumen height
AH,AH,101410378,101410378,,,Albumen height
AH,AH,100884548,100884548,,,Albumen height
AH,AH,100884563,100884563,,,Albumen height
Aip1p,KABA2_02S15928,64856442,64856442,,,Aip1p
Aip1p,AIP1,30036988,30036988,,,Aip1p
Aip1p,AIP1,855117,855117,YMR092C,1PGU,Aip1p
alpha-,GAA,2548,2548,ENSG00000171298,5KZW,alpha glucosidase
alpha-,DTNA,1837,1837,ENSG00000134769,2,dystrobrevin alpha
alpha-,SGCA,6442,6442,ENSG00000108823,,sarcoglycan alpha
alpha-,ENSA,2029,2029,ENSG00000143420,,endosulfine alpha
alpha-,PTMA,5757,5757,ENSG00000187514,2L9I,prothymosin alpha
alpha-,LALBA,3906,3906,ENSG00000167531,1A4V,lactalbumin alpha
alpha-,AFP,174,174,ENSG00000081051,3,alpha fetoprotein
alpha-,TXLNA,200081,200081,ENSG00000084652,,taxilin alpha
alpha-,PARVA,55742,55742,ENSG00000197702,2K2R,parvin alpha
alpha-,GLA,2717,2717,ENSG00000102393,1R46,galactosidase alpha
alpha 1-syntrophin,alpha,12216924,12216924,,,alpha 1 protein;alpha 2 protein
alpha 1-syntrophin,alpha,26123214,26123214,,,alpha 1 protein;alpha 2 protein
alpha 1-syntrophin,alpha,911731,911731,,,alpha 1 protein;alpha 2 protein;alpha 3 protein
alpha 1-syntrophin,alpha,26122868,26122868,,,alpha1 protein;alpha2 protein
alpha 1-syntrophin,alpha,21011880,21011880,,,alpha1 protein;alpha2 protein
alpha 1-syntrophin,alpha,12218647,12218647,,,alpha 1 protein;alpha 2 protein
alpha 1-syntrophin,alpha,21011848,21011848,,,alpha1 protein;alpha2 protein
alpha 1-syntrophin,alpha,20964419,20964419,,,alpha 1 protein;alpha 2 protein
alpha 5,alpha,12216924,12216924,,,alpha 1 protein;alpha 2 protein
alpha 5,alpha,26123214,26123214,,,alpha 1 protein;alpha 2 protein
alpha 5,alpha,911731,911731,,,alpha 1 protein;alpha 2 protein;alpha 3 protein
alpha 5,alpha,26122868,26122868,,,alpha1 protein;alpha2 protein
alpha 5,alpha,21011880,21011880,,,alpha1 protein;alpha2 protein
alpha 5,alpha,12218647,12218647,,,alpha 1 protein;alpha 2 protein
alpha 5,alpha,21011848,21011848,,,alpha1 protein;alpha2 protein
alpha 5,alpha,20964419,20964419,,,alpha 1 protein;alpha 2 protein
alpha actinin,alpha,12216924,12216924,,,alpha 1 protein;alpha 2 protein
alpha actinin,alpha,26123214,26123214,,,alpha 1 protein;alpha 2 protein
alpha actinin,alpha,911731,911731,,,alpha 1 protein;alpha 2 protein;alpha 3 protein
alpha actinin,alpha,26122868,26122868,,,alpha1 protein;alpha2 protein
alpha actinin,alpha,21011880,21011880,,,alpha1 protein;alpha2 protein
alpha actinin,alpha,12218647,12218647,,,alpha 1 protein;alpha 2 protein
alpha actinin,alpha,21011848,21011848,,,alpha1 protein;alpha2 protein
alpha actinin,alpha,20964419,20964419,,,alpha 1 protein;alpha 2 protein
alpha catenin,alpha,12216924,12216924,,,alpha 1 protein;alpha 2 protein
alpha catenin,alpha,26123214,26123214,,,alpha 1 protein;alpha 2 protein
alpha catenin,alpha,911731,911731,,,alpha 1 protein;alpha 2 protein;alpha 3 protein
alpha catenin,alpha,26122868,26122868,,,alpha1 protein;alpha2 protein
alpha catenin,alpha,21011880,21011880,,,alpha1 protein;alpha2 protein
alpha catenin,alpha,12218647,12218647,,,alpha 1 protein;alpha 2 protein
alpha catenin,alpha,21011848,21011848,,,alpha1 protein;alpha2 protein
alpha catenin,alpha,20964419,20964419,,,alpha 1 protein;alpha 2 protein
alpha Myosin,alpha,12216924,12216924,,,alpha 1 protein;alpha 2 protein
alpha Myosin,alpha,26123214,26123214,,,alpha 1 protein;alpha 2 protein
alpha Myosin,alpha,911731,911731,,,alpha 1 protein;alpha 2 protein;alpha 3 protein
alpha Myosin,alpha,26122868,26122868,,,alpha1 protein;alpha2 protein
alpha Myosin,alpha,21011880,21011880,,,alpha1 protein;alpha2 protein
alpha Myosin,alpha,12218647,12218647,,,alpha 1 protein;alpha 2 protein
alpha Myosin,alpha,21011848,21011848,,,alpha1 protein;alpha2 protein
alpha Myosin,alpha,20964419,20964419,,,alpha 1 protein;alpha 2 protein
alpha myosin,alpha,12216924,12216924,,,alpha 1 protein;alpha 2 protein
alpha myosin,alpha,26123214,26123214,,,alpha 1 protein;alpha 2 protein
alpha myosin,alpha,911731,911731,,,alpha 1 protein;alpha 2 protein;alpha 3 protein
alpha myosin,alpha,26122868,26122868,,,alpha1 protein;alpha2 protein
alpha myosin,alpha,21011880,21011880,,,alpha1 protein;alpha2 protein
alpha myosin,alpha,12218647,12218647,,,alpha 1 protein;alpha 2 protein
alpha myosin,alpha,21011848,21011848,,,alpha1 protein;alpha2 protein
alpha myosin,alpha,20964419,20964419,,,alpha 1 protein;alpha 2 protein
alpha v beta 3,alpha,12216924,12216924,,,alpha 1 protein;alpha 2 protein
alpha v beta 3,alpha,26123214,26123214,,,alpha 1 protein;alpha 2 protein
alpha v beta 3,alpha,911731,911731,,,alpha 1 protein;alpha 2 protein;alpha 3 protein
alpha v beta 3,alpha,26122868,26122868,,,alpha1 protein;alpha2 protein
alpha v beta 3,alpha,21011880,21011880,,,alpha1 protein;alpha2 protein
alpha v beta 3,alpha,12218647,12218647,,,alpha 1 protein;alpha 2 protein
alpha v beta 3,alpha,21011848,21011848,,,alpha1 protein;alpha2 protein
alpha v beta 3,alpha,20964419,20964419,,,alpha 1 protein;alpha 2 protein
alpha v beta 5,alpha,12216924,12216924,,,alpha 1 protein;alpha 2 protein
alpha v beta 5,alpha,26123214,26123214,,,alpha 1 protein;alpha 2 protein
alpha v beta 5,alpha,911731,911731,,,alpha 1 protein;alpha 2 protein;alpha 3 protein
alpha v beta 5,alpha,26122868,26122868,,,alpha1 protein;alpha2 protein
alpha v beta 5,alpha,21011880,21011880,,,alpha1 protein;alpha2 protein
alpha v beta 5,alpha,12218647,12218647,,,alpha 1 protein;alpha 2 protein
alpha v beta 5,alpha,21011848,21011848,,,alpha1 protein;alpha2 protein
alpha v beta 5,alpha,20964419,20964419,,,alpha 1 protein;alpha 2 protein
alpha-Catenin,alpha-Cat,40517,40517,FBgn0010215,,alpha Catenin
alpha-catenin,alpha-Cat,40517,40517,FBgn0010215,,alpha Catenin
alpha-smooth muscle,ACTA2,102476173,102476173,,,"actin alpha 2, smooth muscle"
alpha-smooth muscle,Acta2,104848831,104848831,,,"actin alpha 2, smooth muscle"
alpha-smooth muscle,ACTA2,110475302,110475302,,,"actin alpha 2, smooth muscle"
alpha-smooth muscle,ACTA2,102259532,102259532,,,"actin alpha 2, smooth muscle"
alpha-SNAP,GL50803_0010856,5702090,5702090,,,Alpha-snap
alpha-SNAP,GL50803_0016521,5698100,5698100,,,Alpha-snap
alpha-SNAP,SJAG_04909,7050341,7050341,SJAG_04909,,alpha SNAP
alpha-SNAP,SPOG_00494,25034826,25034826,SPOG_00494,,alpha SNAP
alpha-SNAP,SOCG_04817,25033777,25033777,SOCG_04817,,alpha SNAP
alpha-SNAP,FPV033,1486752,1486752,,,alpha-SNAP
alpha-SNAP,FPV011,1486730,1486730,,,alpha-SNAP
alpha-SNAP,C1178_gp004,35381329,35381329,,,alpha-SNAP
alpha-SNAP,C1178_gp032,35381357,35381357,,,alpha-SNAP
ANP,anp,100135815,100135815,ENSOMYG00000020185,,atrial natriuretic peptide
AP-1,FOSB,2354,2354,ENSG00000125740,5VPA,"FosB proto-oncogene, AP-1 transcription factor subunit"
AP-1,JUND,3727,3727,ENSG00000130522,3U86,"JunD proto-oncogene, AP-1 transcription factor subunit"
AP-1,FOSL2,2355,2355,ENSG00000075426,,"FOS like 2, AP-1 transcription factor subunit"
AP-1,FOSL1,8061,8061,ENSG00000175592,,"FOS like 1, AP-1 transcription factor subunit"
AP-1,JUN,3725,3725,ENSG00000177606,1A02,"Jun proto-oncogene, AP-1 transcription factor subunit"
AP-1,JUNB,3726,3726,ENSG00000171223,,"JunB proto-oncogene, AP-1 transcription factor subunit"
AP-1,FOS,2353,2353,ENSG00000170345,1A02,"Fos proto-oncogene, AP-1 transcription factor subunit"
Arp2,Arp2,32623,32623,FBgn0011742,,Actin-related protein 2
Arp3,Arp3,38898,38898,FBgn0262716,,Actin-related protein 3
avidin,avd,108437821,108437821,ENSPNAG00000020901,,avidin
avidin,avd,567678,567678,,,avidin
avidin,avd,108277130,108277130,ENSIPUG00000020267,,avidin
avidin,LOC115491036,115491036,115491036,ENSTGUG00000026723,,avidin
avidin,LOC100220412,100220412,100220412,ENSTGUG00000001849,,avidin
avidin,avd,100127566,100127566,ENSXETG00000033506,2UYW,avidin
avidin,avd,107552052,107552052,ENSSGRG00000055393,,avidin
Bet v 1,v,32026,32026,FBgn0003965,4,vermilion
Bet v 1,V,654844,654844,,,tryptophan oxygenase
Bet v 1,V,1260612,1260612,,,baseplate assembly protein V
Bet v 1,V,1460940,1460940,,,minor core protein
Bet v 1,V,7047321,7047321,,,virion protein
Bet v 1,V,5648824,5648824,,,structural protein
Bet v 1,V,4643065,4643065,,,structural protein
Bet v 1,V,7056560,7056560,,,virion protein
Bet v 1,V,40093766,40093766,,,tail protein
Bet v 1,V,18504821,18504821,,,baseplate assembly protein
beta 1 integrin subunit,betA,60681909,60681909,,,choline dehydrogenase
beta 1 integrin subunit,betA,61051597,61051597,,,choline dehydrogenase
beta 1 integrin subunit,betA,60253976,60253976,,,choline dehydrogenase
beta 1 integrin subunit,betA,45956561,45956561,,,choline dehydrogenase
beta 1 integrin subunit,betA,58138987,58138987,,,choline dehydrogenase
beta 1 integrin subunit,betA,66383652,66383652,,,choline dehydrogenase
beta 1 integrin subunit,betA,58391691,58391691,,,choline dehydrogenase
beta 1 integrin subunit,betA,61316828,61316828,,,choline dehydrogenase
beta 1 integrin subunit,betA,61635557,61635557,,,choline dehydrogenase
beta 1 integrin subunit,betA,60851331,60851331,,,choline dehydrogenase
beta 1 integrins,betA,60681909,60681909,,,choline dehydrogenase
beta 1 integrins,betA,61051597,61051597,,,choline dehydrogenase
beta 1 integrins,betA,60253976,60253976,,,choline dehydrogenase
beta 1 integrins,betA,45956561,45956561,,,choline dehydrogenase
beta 1 integrins,betA,58138987,58138987,,,choline dehydrogenase
beta 1 integrins,betA,66383652,66383652,,,choline dehydrogenase
beta 1 integrins,betA,58391691,58391691,,,choline dehydrogenase
beta 1 integrins,betA,61316828,61316828,,,choline dehydrogenase
beta 1 integrins,betA,61635557,61635557,,,choline dehydrogenase
beta 1 integrins,betA,60851331,60851331,,,choline dehydrogenase
beta 1-integrin,betA,60681909,60681909,,,choline dehydrogenase
beta 1-integrin,betA,61051597,61051597,,,choline dehydrogenase
beta 1-integrin,betA,60253976,60253976,,,choline dehydrogenase
beta 1-integrin,betA,45956561,45956561,,,choline dehydrogenase
beta 1-integrin,betA,58138987,58138987,,,choline dehydrogenase
beta 1-integrin,betA,66383652,66383652,,,choline dehydrogenase
beta 1-integrin,betA,58391691,58391691,,,choline dehydrogenase
beta 1-integrin,betA,61316828,61316828,,,choline dehydrogenase
beta 1-integrin,betA,61635557,61635557,,,choline dehydrogenase
beta 1-integrin,betA,60851331,60851331,,,choline dehydrogenase
beta 1-syntrophin,betA,60681909,60681909,,,choline dehydrogenase
beta 1-syntrophin,betA,61051597,61051597,,,choline dehydrogenase
beta 1-syntrophin,betA,60253976,60253976,,,choline dehydrogenase
beta 1-syntrophin,betA,45956561,45956561,,,choline dehydrogenase
beta 1-syntrophin,betA,58138987,58138987,,,choline dehydrogenase
beta 1-syntrophin,betA,66383652,66383652,,,choline dehydrogenase
beta 1-syntrophin,betA,58391691,58391691,,,choline dehydrogenase
beta 1-syntrophin,betA,61316828,61316828,,,choline dehydrogenase
beta 1-syntrophin,betA,61635557,61635557,,,choline dehydrogenase
beta 1-syntrophin,betA,60851331,60851331,,,choline dehydrogenase
beta 2-,betA,60681909,60681909,,,choline dehydrogenase
beta 2-,betA,61051597,61051597,,,choline dehydrogenase
beta 2-,betA,60253976,60253976,,,choline dehydrogenase
beta 2-,betA,45956561,45956561,,,choline dehydrogenase
beta 2-,betA,58138987,58138987,,,choline dehydrogenase
beta 2-,betA,66383652,66383652,,,choline dehydrogenase
beta 2-,betA,58391691,58391691,,,choline dehydrogenase
beta 2-,betA,61316828,61316828,,,choline dehydrogenase
beta 2-,betA,61635557,61635557,,,choline dehydrogenase
beta 2-,betA,60851331,60851331,,,choline dehydrogenase
beta catenin,betA,60681909,60681909,,,choline dehydrogenase
beta catenin,betA,61051597,61051597,,,choline dehydrogenase
beta catenin,betA,60253976,60253976,,,choline dehydrogenase
beta catenin,betA,45956561,45956561,,,choline dehydrogenase
beta catenin,betA,58138987,58138987,,,choline dehydrogenase
beta catenin,betA,66383652,66383652,,,choline dehydrogenase
beta catenin,betA,58391691,58391691,,,choline dehydrogenase
beta catenin,betA,61316828,61316828,,,choline dehydrogenase
beta catenin,betA,61635557,61635557,,,choline dehydrogenase
beta catenin,betA,60851331,60851331,,,choline dehydrogenase
beta myosin,betA,60681909,60681909,,,choline dehydrogenase
beta myosin,betA,61051597,61051597,,,choline dehydrogenase
beta myosin,betA,60253976,60253976,,,choline dehydrogenase
beta myosin,betA,45956561,45956561,,,choline dehydrogenase
beta myosin,betA,58138987,58138987,,,choline dehydrogenase
beta myosin,betA,66383652,66383652,,,choline dehydrogenase
beta myosin,betA,58391691,58391691,,,choline dehydrogenase
beta myosin,betA,61316828,61316828,,,choline dehydrogenase
beta myosin,betA,61635557,61635557,,,choline dehydrogenase
beta myosin,betA,60851331,60851331,,,choline dehydrogenase
beta myosin heavy chain,betA,60681909,60681909,,,choline dehydrogenase
beta myosin heavy chain,betA,61051597,61051597,,,choline dehydrogenase
beta myosin heavy chain,betA,60253976,60253976,,,choline dehydrogenase
beta myosin heavy chain,betA,45956561,45956561,,,choline dehydrogenase
beta myosin heavy chain,betA,58138987,58138987,,,choline dehydrogenase
beta myosin heavy chain,betA,66383652,66383652,,,choline dehydrogenase
beta myosin heavy chain,betA,58391691,58391691,,,choline dehydrogenase
beta myosin heavy chain,betA,61316828,61316828,,,choline dehydrogenase
beta myosin heavy chain,betA,61635557,61635557,,,choline dehydrogenase
beta myosin heavy chain,betA,60851331,60851331,,,choline dehydrogenase
beta1-integrin,BBUBOL26_RS05750,56568500,56568500,,,alpha3-beta1 integrin-binding protein
beta1-integrin,DB281_RS05355,39513289,39513289,,,alpha3-beta1 integrin-binding protein
cadherin,CDH20,28316,28316,ENSG00000101542,,cadherin 20
cadherin,CDH5,1003,1003,ENSG00000179776,,cadherin 5
cadherin,CDH16,1014,1014,ENSG00000166589,,cadherin 16
cadherin,CDH18,1016,1016,ENSG00000145526,,cadherin 18
cadherin,CDH22,64405,64405,ENSG00000149654,,cadherin 22
cadherin,CDH3,1001,1001,ENSG00000062038,4OY9,cadherin 3
cadherin,CDH10,1008,1008,ENSG00000040731,,cadherin 10
cadherin,CDH7,1005,1005,ENSG00000081138,,cadherin 7
cadherin,CDH4,1002,1002,,,cadherin 4
cadherin,CDH15,1013,1013,ENSG00000129910,,cadherin 15
Cadherins,TMTC2,160335,160335,ENSG00000179104,,transmembrane O-mannosyltransferase targeting cadherins 2
Cadherins,TMTC3,160418,160418,ENSG00000139324,,transmembrane O-mannosyltransferase targeting cadherins 3
Cadherins,TMTC4,84899,84899,ENSG00000125247,,transmembrane O-mannosyltransferase targeting cadherins 4
Cadherins,TMTC1,83857,83857,ENSG00000133687,,transmembrane O-mannosyltransferase targeting cadherins 1
cadherins,TMTC4,84899,84899,ENSG00000125247,,transmembrane O-mannosyltransferase targeting cadherins 4
cadherins,TMTC1,83857,83857,ENSG00000133687,,transmembrane O-mannosyltransferase targeting cadherins 1
cadherins,TMTC2,160335,160335,ENSG00000179104,,transmembrane O-mannosyltransferase targeting cadherins 2
cadherins,TMTC3,160418,160418,ENSG00000139324,,transmembrane O-mannosyltransferase targeting cadherins 3
calbindin,CALB2,794,794,,,calbindin 2
calbindin,CALB1,793,793,ENSG00000104327,6,calbindin 1
calcium vector protein,LOC118405387,118405387,118405387,,,calcium vector protein
calcium vector protein,LOC109478993,109478993,109478993,,,calcium vector protein
Calpain,CAPN7,23473,23473,ENSG00000131375,2,calpain 7
Calpain,CAPN3,825,825,ENSG00000092529,1Y9V,calpain 3
Calpain,CAPN9,10753,10753,ENSG00000135773,1ZIV,calpain 9
Calpain,CAPN6,827,827,ENSG00000077274,,calpain 6
Calpain,CAPN14,440854,440854,ENSG00000214711,,calpain 14
Calpain,CAPN5,726,726,ENSG00000149260,6,calpain 5
Calpain,CAPN8,388743,388743,ENSG00000203697,2,calpain 8
Calpain,CAPN11,11131,11131,ENSG00000137225,,calpain 11
Calpain,CAPN10,11132,11132,ENSG00000142330,,calpain 10
Calpain,CAPN12,147968,147968,ENSG00000182472,,calpain 12
calpain,CAPN7,23473,23473,ENSG00000131375,2,calpain 7
calpain,CAPN3,825,825,ENSG00000092529,1Y9V,calpain 3
calpain,CAPN9,10753,10753,ENSG00000135773,1ZIV,calpain 9
calpain,CAPN6,827,827,ENSG00000077274,,calpain 6
calpain,CAPN14,440854,440854,ENSG00000214711,,calpain 14
calpain,CAPN5,726,726,ENSG00000149260,6,calpain 5
calpain,CAPN8,388743,388743,ENSG00000203697,2,calpain 8
calpain,CAPN11,11131,11131,ENSG00000137225,,calpain 11
calpain,CAPN10,11132,11132,ENSG00000142330,,calpain 10
calpain,CAPN12,147968,147968,ENSG00000182472,,calpain 12
calponin,CNN1,1264,1264,ENSG00000130176,1,calponin 1
calponin,CNN3,1266,1266,ENSG00000117519,,calponin 3
calponin,CNN2,1265,1265,ENSG00000064666,1,calponin 2
Cas,cas,44018,44018,FBgn0004878,,castor
cas,cas,44018,44018,FBgn0004878,,castor
casein,CSN2,1447,1447,,,casein beta
casein,CSN3,1448,1448,ENSG00000171209,,casein kappa
caspase,CASP4,837,837,ENSG00000196954,6KMZ,caspase 4
caspase,CASP6,839,839,ENSG00000138794,1MI9,caspase 6
caspase,CASP14,23581,23581,ENSG00000105141,,caspase 14
caspase,CASP5,838,838,ENSG00000137757,,caspase 5
caspase,CASP7,840,840,ENSG00000165806,1F1J,caspase 7
caspase,CASP2,835,835,ENSG00000106144,1PYO,caspase 2
caspase,CASP8,841,841,ENSG00000064012,1F9E,caspase 8
caspase,CASP3,836,836,ENSG00000164305,1CP3,caspase 3
caspase,CASP1,834,834,ENSG00000137752,1BMQ,caspase 1
caspase,CASP9,842,842,ENSG00000132906,1JXQ,caspase 9
catenin,CTNNA3,29119,29119,ENSG00000183230,,catenin alpha 3
catenin,CTNND2,1501,1501,ENSG00000169862,,catenin delta 2
catenin,CTNND1,1500,1500,ENSG00000198561,3L6X,catenin delta 1
catenin,CTNNA1,1495,1495,ENSG00000044115,1H6G,catenin alpha 1
catenin,CTNNB1,1499,1499,ENSG00000168036,1G3J,catenin beta 1
catenin,CTNNA2,1496,1496,ENSG00000066032,6,catenin alpha 2
CD26,MCTC,100531238,100531238,,,CD8+CD26+CD45+ cell number
CD26,MTHC,100531796,100531796,,,CD4+CD26+CD45+ cell number
cdc12p,PAS_chr3_0977,8199724,8199724,PAS_chr3_0977,,"One of five related septins (Cdc3p, Cdc10p, Cdc11p, Cdc12p, Shs1p)"
cdc12p,HPODL_02858,25772307,25772307,,,"One of five related septins (Cdc3p, Cdc10p, Cdc11p, Cdc12p, Shs1p)"
Cdc42p,PTRG_11429,6349744,6349744,PTRG_11429,,negative regulator of cdc42p
Cdc42p,SPBR_08738,63681897,63681897,,,negative regulator of cdc42p
Cdc42p,MBM_07950,18763885,18763885,,,negative regulator of cdc42p
cdc8,cdc8,2541940,2541940,SPAC27F1.02c,,tropomyosin
cdc8,CDC8,59376188,59376188,,,Thymidylate kinase
CIN,cin,100301751,100301751,ENSOMYG00000045303,,Molybdenum cofactor synthesis protein cinnamon
CIN1,CIN1,34717443,34717443,,,chromosome instability protein 1
CIN1,CIN1,4838361,4838361,,,3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase and related enzymes
CIN1,CIN1,854531,854531,YOR349W,,Cin1p
CKs,CKS,841733,841733,AT1G53000,,Nucleotide-diphospho-sugar transferases superfamily protein
CKs,CKS,8240776,8240776,,,predicted protein
class I profilins,I,1260615,1260615,,,tail protein I
class I profilins,I,6775101,6775101,,,PI
class I profilins,I,1260934,1260934,,,DNA polymerase
class I profilins,I,8658843,8658843,,,protease
class I profilins,I,7020955,7020955,,,hypothetical protein I
class I profilins,I,3707888,3707888,,,DNA polymerase
class I profilins,I,40093773,40093773,,,tail assembly protein
class I profilins,I,18504818,18504818,,,baseplate assembly protein
class I profilins,I,1261864,1261864,,,assembly protein
class I profilins,I,2703515,2703515,,,tail assembly protein
class II myosins,II,1260890,1260890,,,replication initiation protein
class II myosins,II,3707873,3707873,,,receptor binding
class II myosins,II,1260937,1260937,,,receptor binding
class II myosins,II,912256,912256,,,hypothetical protein
class II myosins,II,43131477,43131477,,,replication endonuclease
class II myosins,II,927328,927328,,,replication initiation protein
Class II profilins,II,1260890,1260890,,,replication initiation protein
Class II profilins,II,3707873,3707873,,,receptor binding
Class II profilins,II,1260937,1260937,,,receptor binding
Class II profilins,II,912256,912256,,,hypothetical protein
Class II profilins,II,43131477,43131477,,,replication endonuclease
Class II profilins,II,927328,927328,,,replication initiation protein
clathrin,CLINT1,9685,9685,ENSG00000113282,1XGW,clathrin interactor 1
clathrin,CLTC,1213,1213,ENSG00000141367,2XZG,clathrin heavy chain
coagulation factor,F12,2161,2161,ENSG00000131187,4BDW,coagulation factor XII
coagulation factor,F5,2153,2153,ENSG00000198734,1CZS,coagulation factor V
coagulation factor,F8,2157,2157,ENSG00000185010,1CFG,coagulation factor VIII
coagulation factor,F10,2159,2159,ENSG00000126218,1C5M,coagulation factor X
coagulation factor,F7,2155,2155,ENSG00000057593,1BF9,coagulation factor VII
coagulation factor,F9,2158,2158,ENSG00000101981,1CFH,coagulation factor IX
coagulation factor,F11,2160,2160,ENSG00000088926,1XX9,coagulation factor XI
Cof,cof,58046304,58046304,,,HMP-PP phosphatase
Cof,cof,58390788,58390788,,,HMP-PP phosphatase
Cof,cof,60898778,60898778,,,HMP-PP phosphatase
Cof,cof,57506365,57506365,,,HMP-PP phosphatase
Cof,cof,66826841,66826841,,,HMP-PP phosphatase
Cof,cof,66024091,66024091,,,HMP-PP phosphatase
Cof,cof,66605147,66605147,,,HMP-PP phosphatase
Cof,cof,58463329,58463329,,,HMP-PP phosphatase
Cof,cof,60901359,60901359,,,HMP-PP phosphatase
Cof,cof,66715981,66715981,,,HMP-PP phosphatase
Cofilin,CFL2,1073,1073,ENSG00000165410,,cofilin 2
Cofilin,CFL1,1072,1072,ENSG00000172757,1Q8G,cofilin 1
cofilin,CFL2,1073,1073,ENSG00000165410,,cofilin 2
cofilin,CFL1,1072,1072,ENSG00000172757,1Q8G,cofilin 1
collagenase,coll,100049293,100049293,ENSORLG00000020553,,collagenase
collagenase,colA,67508180,67508180,,,collagenase
collagenase,FOB40_RS12120,60845465,60845465,,,collagenase
collagenase,HED66_RS18375,60850925,60850925,,,collagenase
collagenase,AL553_RS09630,61532120,61532120,,,collagenase
collagenase,LOC100141563,100141563,100141563,TC006246,,collagenase
collagenase,LOC101737899,101737899,101737899,,,collagenase
collagenase,LOC101738401,101738401,101738401,,,collagenase
collagenase,LOC103313880,103313880,103313880,TC006247,,collagenase
collagenase,LOC101738031,101738031,101738031,,,collagenase
