surface,symbol,entrezgene or _id,ensembl_id,pdb_id,name
AADC,,PRUPE_8G214500,PRUPE_8G214500,,"Aromatic L-amino acid decarboxylase (AADC), Serotonin biosynthesi"
ABL-SH3,LOC108688689,108688689,,,abl interactor 2-like
ABP-280,Flnc,68794,ENSMUSG00000068699,,"filamin C, gamma"
ADA,ADA,100,ENSG00000196839,"['1M7M', '3IAR']",adenosine deaminase
ADA-1,ada-1,NCU00499,,,
ADA-1,ada-1,3880463,NCU00499,,all development altered-1
AKAP75,AKAP5,281612,ENSBTAG00000009642,,A-kinase anchoring protein 5
AKAP79,Akap5,171026,ENSRNOG00000006410,,A-kinase anchoring protein 5
AP-1,FOSB,2354,ENSG00000125740,"['5VPA', '5VPB', '5VPC', '5VPD', '5VPE', '5VPF', '6UCI', '6UCL', '6UCM']","FosB proto-oncogene, AP-1 transcription factor subunit"
AP-1,JUND,3727,ENSG00000130522,"['3U86', '5VPA', '5VPB', '5VPC', '5VPD', '5VPE', '5VPF']","JunD proto-oncogene, AP-1 transcription factor subunit"
AP-1,FOSL2,2355,ENSG00000075426,,"FOS like 2, AP-1 transcription factor subunit"
AP-1,JUNB,3726,ENSG00000171223,,"JunB proto-oncogene, AP-1 transcription factor subunit"
AP-1,FOS,2353,ENSG00000170345,"['1A02', '1FOS', '1S9K']","Fos proto-oncogene, AP-1 transcription factor subunit"
AP-1,JUN,3725,ENSG00000177606,"['1A02', '1FOS', '1JNM', '1JUN', '1S9K', '1T2K', '5FV8', '5T01', '6Y3V']","Jun proto-oncogene, AP-1 transcription factor subunit"
AP-1,FOSL1,8061,ENSG00000175592,,"FOS like 1, AP-1 transcription factor subunit"
AP1,AP1,CAGL0H04631g,,,bZip transcription factor GAP1
AP1,AP1,EMIHUDRAFT_433041,EMIHUDRAFT_433041,,
AP1,AP1,102587711,,,MADS-box protein CMB1
AP1,AP1,843244,AT1G69120,,K-box region and MADS-box transcription factor family protein
AP1,AP1,100810129,GLYMA_16G091300,,MADS-box transcription factor
AP1,AP1,fgenesh2_kg.2__1169__AT1G69120.1,,,Floral homeotic protein APETALA 1
AP1,AP1,AT1G69120,,,AP1
AP1,AP1,102578018,,,APETALA1
AP1,AP1,100232952,VIT_01s0011g00100,,apetala1
AP1,AP1,17253330,,,alkaline phosphatase
APO-1,,PGSC0003DMG400022740,,,"APO protein 1, chloroplastic"
AT mutated,at,11904,,,atrichosis
ATF,Atf,692594,,,activating transcription factor
ATM,ATM,472,ENSG00000149311,"['5NP0', '5NP1', '6HKA', '6K9K', '6K9L']",ATM serine/threonine kinase
Abeta,PPP2R1B,5519,ENSG00000137713,,protein phosphatase 2 scaffold subunit Abeta
Abeta peptide,APP,351,ENSG00000142192,"['1AAP', '1AMB', '1AMC', '1AML', '1BA4', '1BA6', '1BJB', '1BJC', '1BRC', '1CA0', '1HZ3', '1IYT', '1MWP', '1OWT', '1QCM', '1QWP', '1QXC', '1QYT', '1TAW', '1TKN', '1UO7', '1UO8', '1UOA', '1UOI', '1X11', '1Z0Q', '1ZE7', '1ZE9', '1ZJD', '2BEG', '2BOM', '2BP4', '2FJZ', '2FK1', '2FK2', '2FK3', '2FKL', '2FMA', '2G47', '2IPU', '2LFM', '2LLM', '2LMN', '2LMO', '2LMP', '2LMQ', '2LNQ', '2LOH', '2LP1', '2LZ3', '2LZ4', '2M4J', '2M9R', '2M9S', '2MGT', '2MJ1', '2MPZ', '2MVX', '2MXU', '2NAO', '2OTK', '2R0W', '2WK3', '2Y29', '2Y2A', '2Y3J', '2Y3K', '2Y3L', '3AYU', '3BAE', '3BKJ', '3DXC', '3DXD', '3DXE', '3GCI', '3IFL', '3IFN', '3IFO', '3IFP', '3JQ5', '3JQL', '3JTI', '3KTM', '3L33', '3L81', '3MOQ', '3MXC', '3MXY', '3NYJ', '3NYL', '3OVJ', '3OW9', '3PZZ', '3Q2X', '3SV1', '3U0T', '3UMH', '3UMI', '3UMK', '4HIX', '4JFN', '4M1C', '4MDR', '4MVI', '4MVK', '4MVL', '4NGE', '4OJF', '4ONF', '4ONG', '4PQD', '4PWQ', '4XXD', '5AEF', '5AM8', '5AMB', '5BUO', '5C67', '5CSZ', '5HOW', '5HOX', '5HOY', '5KK3', '5LFY', '5LV0', '5MY4', '5MYO', '5MYX', '5ONP', '5ONQ', '5OQV', '5TXD', '5VOS', '5VZY', '5W3P', '6CO3', '6GFI', '6ITU', '6IYC', '6NB9', '6O4J', '6OC9', '6OIZ', '6RHY', '6SHS', '6SZF', '6TI5', '6TI6', '6TI7', '6W0O', '6WXM', '6YHF', '6YHI', '6YHO', '6YHP', '6YHX', '7B3J', '7B3K', '7JXN', '7JXO', '7O1Q']",amyloid beta precursor protein
ActR-II,ACVR2A,443304,ENSOARG00000009841,,activin A receptor type 2A
ActRII,acvr2a.S,495087,,,activin A receptor type 2A S homeolog
Activin A,a,50518,ENSMUSG00000027596,,nonagouti
Apo-1,,PGSC0003DMG400022740,,,"APO protein 1, chloroplastic"
B beta chain of fibrinogen,b,34791,FBgn0000153,,black
B beta chain of fibrinogen,B,44798,,,Bar
B beta chain of fibrinogen,B,100532763,,,Brown
B beta chain of fibrinogen,B,1260630,,,gpB
B beta chain of fibrinogen,B,1260691,,,internal scaffolding protein
B beta chain of fibrinogen,B,8658815,,,AAA family ATPase
B beta chain of fibrinogen,B,3959394,,,gpB
B beta chain of fibrinogen,B,3959442,,,gpB
B beta chain of fibrinogen,B,3959421,,,gpB
B beta chain of fibrinogen,B,3959339,,,gpB
B cell activation protein,b,34791,FBgn0000153,,black
B cell activation protein,B,44798,,,Bar
B cell activation protein,B,100532763,,,Brown
B cell activation protein,B,1260630,,,gpB
B cell activation protein,B,1260691,,,internal scaffolding protein
B cell activation protein,B,8658815,,,AAA family ATPase
B cell activation protein,B,3959394,,,gpB
B cell activation protein,B,3959442,,,gpB
B cell activation protein,B,3959421,,,gpB
B cell activation protein,B,3959339,,,gpB
B-50,LOC102865194,102865194,,,"HLA class I histocompatibility antigen, B-50 alpha chain-like"
B-50,LOC102438309,102438309,,,"HLA class I histocompatibility antigen, B-50 alpha chain-like"
B42,FK951_p1042,41332232,,,FirrV-1-B42
B42,GfIV_sB42gp1,5179567,,,GfV-B42-ORF1
B61,GfIV_sB61gp1,5179584,,,GfV-B61-ORF1
BAG,bag,11638212,,,putative DNA-directed RNA polymerase II largest subunit
BAG,bag,26637821,,,IgA FC receptor precursor
BAG-1,bag-1,172373,WBGene00000236,1T7S,BAG family molecular chaperone regulator 1
BB isoform of human recombinant platelet-derived growth factor,BB,AT3G63530,,,BB2
BB isoform of human recombinant platelet-derived growth factor,BB,825528,AT3G63530,,RING/U-box superfamily protein
BDNF,BDNF,627,ENSG00000176697,"['1B8M', '1BND']",brain derived neurotrophic factor
BMP receptor IA,RECEPTOR,443145,,,neuropilin-1
BMP receptor IA,Ia,912260,,,putative transport protein
BMP receptor IA extracellular domain,RECEPTOR,443145,,,neuropilin-1
BMP receptor IA extracellular domain,Ia,912260,,,putative transport protein
BMP receptor type IB,RECEPTOR,443145,,,neuropilin-1
BMP receptor type IB,Ib,912261,,,hypothetical protein
BMP type II receptor,RECEPTOR,443145,,,neuropilin-1
BMP-2,Bmp-2,733059,,,bmp-2 protein
BMP-4,bmp4,110965868,,,bone morphogenetic protein 4
BMP-6,GDF6,407175,ENSBTAG00000007687,,growth differentiation factor 6
BMP-7,bmp7.1.S,108702613,,,"bone morphogenetic protein 7, gene 1 S homeolog"
BMPR-IA,BMPR1A,101112282,,,bone morphogenetic protein receptor type 1A
BMPR-II,bmpr2.L,108701455,,,bone morphogenetic protein receptor type II L homeolog
BMPRIB,BMPR1B,100861211,ENSCHIG00000017761,,bone morphogenetic protein receptor type 1B
BR-I,CBLL1,524139,ENSBTAG00000018348,,Cbl proto-oncogene like 1
BR-II,zip,38001,FBgn0265434,,zipper
BR-Ia,ITGA2,3673,ENSG00000164171,"['1AOX', '1DZI', '1PQB', '1V7P', '4BJ3', '5HJ2', '5THP', '6ND8', '6ND9', '6NDA', '6NDB', '6NDC', '6NDD', '6NDE', '6NDF', '6NDG', '6NDH']",integrin subunit alpha 2
Bax,BAX,581,ENSG00000087088,"['1F16', '2G5B', '2K7W', '2LR1', '3PK1', '3PL7', '4BD2', '4BD6', '4BD7', '4BD8', '4BDU', '4S0O', '4S0P', '4UF2', '4ZIE', '4ZIF', '4ZIG', '4ZIH', '4ZII', '5W5X', '5W5Z', '5W60', '5W61', '6EB6', '6L8V', '6L95', '6TRR', '6XY6']","BCL2 associated X, apoptosis regulator"
Bcl-2,bcl-2,100215682,,,apoptosis regulator Bcl-2-like
Bcl-2,BCL-2,100009447,,,B-cell CLL/lymphoma 2 protein
Bcl-2-binding protein,LOC112410485,112410485,,,bcl-2-binding component 3
Bcl-X,bclx,100196057,ENSSSAG00000063803,,Apoptosis regulator Bcl-X
Bcl-X-L,bcl2l1,447991,,,BCL2 like 1
Bcl-X-S,bcl2l1,447991,,,BCL2 like 1
Bcl-x(L),bcl2l1,447991,,,BCL2 like 1
Bcl-xL,bcl-xL,ENSSSCG00050073493,ENSSSCG00050073493,,
Bcl-xL,bcl-xL,ENSSSCG00065062381,ENSSSCG00065062381,,
Blimp-1,Blimp-1,SMAR011793,SMAR011793,,Blimp 1
Blimp-1,Blimp-1,GMOY001750,GMOY001750,,
Blimp-1,Blimp-1,38638,FBgn0035625,,Blimp-1
Bone morphogenetic protein-2,BMP2,650,ENSG00000125845,"['1ES7', '1REU', '1REW', '2GOO', '2H62', '2H64', '2QJ9', '2QJA', '2QJB', '3BK3', '3BMP', '4MID', '4N1D', '4UHY', '4UHZ', '4UI0', '4UI1', '4UI2', '6OMN']",bone morphogenetic protein 2
Bp50,cd40,100270675,ENSXETG00000033362,,"CD40 molecule, TNF receptor superfamily member 5"
C3,C3,718,ENSG00000125730,"['1C3D', '1GHQ', '1W2S', '2A73', '2A74', '2GOX', '2I07', '2ICE', '2ICF', '2NOJ', '2QKI', '2WII', '2WIN', '2WY7', '2WY8', '2XQW', '2XWB', '2XWJ', '3D5R', '3D5S', '3G6J', '3L3O', '3L5N', '3NMS', '3OED', '3OHX', '3OXU', '3RJ3', '3T4A', '4HW5', '4HWJ', '4I6O', '4M76', '4ONT', '4ZH1', '5FO7', '5FO8', '5FO9', '5FOA', '5FOB', '5NBQ', '5O32', '5O35', '6EHG', '6RMT', '6RMU', '6RUR', '6RUV', '6S0B', '6YO6']",complement C3
C4,c4,108433798,ENSPNAG00000001029,,complement component 4
C4,c4,111851310,ENSPKIG00000002309,,complement component 4
C4,c4,ENSHHUG00000047724,ENSHHUG00000047724,,complement component 4
C4,c4,108277767,ENSIPUG00000013373,,complement component 4
C4,c4,108941674,ENSSFOG00015000641,,complement component 4
C4,c4,ENSOMYG00000043016,ENSOMYG00000043016,,complement component 4
C4,c4,ENSOTSG00005008149,ENSOTSG00005008149,,complement component 4
C4,c4,ENSOTSG00005039934,ENSOTSG00005039934,,complement component 4
C4,c4,ENSOMYG00000020906,ENSOMYG00000020906,,complement component 4
C4,c4,ENSOTSG00005001735,ENSOTSG00005001735,,complement component 4
C5,C5,727,ENSG00000106804,"['1CFA', '1KJS', '1XWE', '3CU7', '3HQA', '3HQB', '3KLS', '3KM9', '3PRX', '3PVM', '4A5W', '4E0S', '4P39', '4UU9', '5B4P', '5B71', '5HCC', '5HCD', '5HCE', '5I5K', '6H03', '6H04', '6RPT', '7AD6', '7AD7']",complement C5
C8,C8,14515877,,,ncRNA
C8,c8,58571890,,,C8
C8,c8,2777468,,,C8
C9,C9,735,ENSG00000113600,"['5FMW', '6DLW', '6H03', '6H04']",complement C9
CAP-60,RpL14,38983,FBgn0017579,4V6W,Ribosomal protein L14
CBP,Cbp,GeneID_100119709,GeneID_100119709,,
CBP,CBP,31669,FBgn0026144,,sarcoplasmic calcium-binding protein
CBP,CBP,Phatr3_J51591,,,Calcium binding protein
CBP,CBP,DAPPUDRAFT_442797,DAPPUDRAFT_442797,,Ca2+ binding protein
CBP,CBP,100533431,,,CREB-binding protein
CBP,Cbp,692547,,,carotenoid-binding protein
CBP,CBP,100820124,,,putative calmodulin-binding protein
CBP,Cbp,100119709,,,sarcoplasmic calcium-binding protein
CBP,cbp,13842598,,,chitin binding protein
CBP,CBP,7204166,Phatr3_J51591,,calcium binding protein
CC CKR1,CC,105682217,,,Coat color
CC CKR1,CC,105682216,,,Coat color
CC CKR1,CC,407413,,,Coat color
CC CKR1,CC,105682218,,,Coat color
CC CKR3,CC,105682217,,,Coat color
CC CKR3,CC,105682216,,,Coat color
CC CKR3,CC,407413,,,Coat color
CC CKR3,CC,105682218,,,Coat color
CC chemokine liver-expressed chemokine,CC,105682217,,,Coat color
CC chemokine liver-expressed chemokine,CC,105682216,,,Coat color
CC chemokine liver-expressed chemokine,CC,407413,,,Coat color
CC chemokine liver-expressed chemokine,CC,105682218,,,Coat color
CC chemokine receptor 3,RECEPTOR,443145,,,neuropilin-1
CCG1,,LOAG_00275,,,CCG1-interacting factor B
CCG1,LOAG_00275,9937642,LOAG_00275,,CCG1-interacting factor B
CCKB,cckb,ENSHHUG00000028584,ENSHHUG00000028584,,cholecystokinin b
CCKB,cckb,ENSNFUG00015020669,ENSNFUG00015020669,,cholecystokinin b
CCKB,cckb,109908684,ENSOKIG00005004967,,cholecystokinin b
CCKB,cckb,ENSPFOG00000008771,ENSPFOG00000008771,,cholecystokinin b
CCKB,cckb,105012420,ENSELUG00000032915,,cholecystokinin b
CCKB,cckb,113580097,ENSEEEG00000012465,,cholecystokinin b
CCKB,cckb,108274239,ENSIPUG00000016784,,cholecystokinin b
CCKB,cckb,115173841,ENSSTUG00000020222,,cholecystokinin b
CCKB,cckb,111671445,ENSSLDG00000005528,,cholecystokinin b
CCKB,cckb,ENSSAUG00010006628,ENSSAUG00010006628,,cholecystokinin b
CCKB G protein-coupled receptor,RECEPTOR,443145,,,neuropilin-1
CCKB receptor,RECEPTOR,443145,,,neuropilin-1
CCL16,CCL16,6360,,5LTL,C-C motif chemokine ligand 16
CCR-5,CCR5,105540428,,,C-C motif chemokine receptor 5
CCR-5,CCR5,115834714,,,C-C motif chemokine receptor 5
CCR-5,CCR5,117080157,,,C-C motif chemokine receptor 5
CCR1,CCR1,1230,ENSG00000163823,1Y5D,C-C motif chemokine receptor 1
CCR2,CCR2,729230,ENSG00000121807,"['1KAD', '1KP1', '2MLO', '2MLQ', '5T1A']",C-C motif chemokine receptor 2
CCR3,CCR3,1232,ENSG00000183625,,C-C motif chemokine receptor 3
CCR5,CCR5,1234,ENSG00000160791,"['1ND8', '1NE0', '1OPN', '1OPT', '1OPW', '2L87', '2MZX', '2RLL', '2RRS', '4MBS', '5UIW', '5YD3', '5YD4', '5YD5', '5YY4', '6FGP', '6MEO', '6MET', '7O7F']",C-C motif chemokine receptor 5
CCR8,CCR8,1237,ENSG00000179934,,C-C motif chemokine receptor 8
CD14,CD14,929,ENSG00000170458,4GLP,CD14 molecule
CD16,snoRNA:Or-CD16,39877421,FBgn0286737,,snoRNA:Orphan CD box 16
CD26,MCTC,100531238,,,CD8+CD26+CD45+ cell number
CD26,MTHC,100531796,,,CD4+CD26+CD45+ cell number
CD3,Cd3g,12502,ENSMUSG00000002033,1JBJ,"CD3 antigen, gamma polypeptide"
CD3,Cd3e,12501,ENSMUSG00000032093,"['1JBJ', '1XMW', '2K4F', '3R08']","CD3 antigen, epsilon polypeptide"
CD3,Cd3d,12500,ENSMUSG00000032094,,"CD3 antigen, delta polypeptide"
CD30,tnfrsf8,100496791,,,TNF receptor superfamily member 8
CD30 ligand,TNFSF8,944,ENSG00000106952,,TNF superfamily member 8
CD30L,TNFSF8,378930,ENSGALG00000053788,,tumor necrosis factor superfamily member 8
CD34,CD34,947,ENSG00000174059,,CD34 molecule
CD4,CD4,920,ENSG00000010610,"['1CDH', '1CDI', '1CDJ', '1CDU', '1CDY', '1G9M', '1G9N', '1GC1', '1JL4', '1OPN', '1OPT', '1OPW', '1Q68', '1RZJ', '1RZK', '1WBR', '1WIO', '1WIP', '1WIQ', '2B4C', '2JKR', '2JKT', '2KLU', '2NXY', '2NXZ', '2NY0', '2NY1', '2NY2', '2NY3', '2NY4', '2NY5', '2NY6', '2QAD', '3B71', '3CD4', '3J70', '3JCB', '3JCC', '3JWD', '3JWO', '3LQA', '3O2D', '3S4S', '3S5L', '3T0E', '4H8W', '4JM2', '4P9H', '4Q6I', '4R2G', '4R4H', '4RQS', '5A7X', '5A8H', '5CAY', '5THR', '5U1F', '5VN3', '6CM3', '6EDU', '6L1Y', '6MEO', '6MET', '6OPN', '6OPO', '6OPP', '6OPQ', '6QH6', '6QH7', '6U0L', '6U0N', '6URI', '6X5B', '6X5C']",CD4 molecule
CD40,CD40,958,ENSG00000101017,"['1CDF', '1CZZ', '1D00', '1FLL', '1LB6', '3QD6', '5DMI', '5DMJ', '5IHL', '6FAX', '6PE8', '6PE9']",CD40 molecule
CD40 ligand,CD40,958,ENSG00000101017,"['1CDF', '1CZZ', '1D00', '1FLL', '1LB6', '3QD6', '5DMI', '5DMJ', '5IHL', '6FAX', '6PE8', '6PE9']",CD40 molecule
CD44,CD44,960,ENSG00000026508,"['1POZ', '1UUH', '2I83', '4PZ3', '4PZ4', '6TXS']",CD44 molecule (Indian blood group)
CD45,ACTC,100532354,,,CD8+CD25+CD45+ cell number
CD45,MCTC,100531238,,,CD8+CD26+CD45+ cell number
CD45,MTHC,100531796,,,CD4+CD26+CD45+ cell number
CD45,ACTC,100531237,,,CD8+CD25+CD45+ cell number
CD5,CD5,921,ENSG00000110448,"['2JA4', '2JOP', '2JP0', '2OTT']",CD5 molecule
CD72,CD72,971,ENSG00000137101,,CD72 molecule
CD8,Cd8a,12525,ENSMUSG00000053977,"['1BQH', '1NEZ', '2ARJ', '2ATP', '3B9K', '3DMM']","CD8 antigen, alpha chain"
CD8alpha,cd8a,777995,,,CD8a molecule
CD9,CD9,928,ENSG00000010278,"['6K4J', '6RLO', '6RLR', '6Z1V', '6Z20']",CD9 molecule
CD95,LOC403442,403442,,,death factor CD95
CD95 ligand,FASLG,574159,ENSMMUG00000065134,,Fas ligand
CD95L,FASLG,105484428,ENSMNEG00000040462,,Fas ligand
CDC2,CDC2,Os06g0687600,,,
CDC2,CDC2,BGIBMGA013134,,,Bm cdc2
CDC2,cdc2,AAEL008621,,,
CDC2,cdc2,100196122,ENSSSAG00000071214,,Cell division control protein 2 homolog
CDC2,cdc2,THAPS_35387,THAPS_35387,,
CDC2,CDC2,EHI_065280,,,
CDC2,CDC2,824036,AT3G48750,,cell division control 2
CDC2,CDC2,114188673,,,cell division control protein 2 homolog
CDC2,cdc2,SPBC11B10.09,,,cyclin-dependent protein kinase Cdk1/Cdc2
CDC2,CDC2,Mycgr3G71045,,,Cell division control protein 2 serine/threonine protein kinase
CDC2-HS,RBMS2,5939,ENSG00000076067,1X4E,RNA binding motif single stranded interacting protein 2
CDC28,cdc28,NCU09778,,,
CDC28,CDC28,852457,YBR160W,,cyclin-dependent serine/threonine-protein kinase CDC28
CDC28,cdc28,2540707,SPBC19C2.01,,ATP-dependent RNA helicase Cdc28
CDC28,CDC28,64574780,,,Cyclin-dependent kinase catalytic subunit
CDC28,cdc28,10447374,,,ATP-dependent RNA helicase CDC28
CDC28,cdc28,ENSDLAG00005002148,ENSDLAG00005002148,,CDC28 protein kinase regulatory subunit 2
CDC28,cdc28,SPBC19C2.01,,,ATP-dependent RNA helicase Cdc28
CDC28,CDC28,CR_06050W_A,,,Cyclin-dependent kinase 1
CDC28,CDC28,39590424,,,Cyclin-dependent kinase catalytic subunit
CDC28,CDC28,66987034,,,cyclin-dependent kinase catalytic subunit
CDC37,CDC37,11140,ENSG00000105401,"['1US7', '2K5B', '2N5X', '2NCA', '2W0G', '5FWK', '5FWL', '5FWM', '5FWP', '5HPE']","cell division cycle 37, HSP90 cochaperone"
