surface,symbol,entrezgene or _id,ensembl_id,pdb_id,name
GST,gst,1252969,,,glutathione transferase GstA
GST,GST,9684388,,,glutathione s-transferase
GST,GST,59268220,,,Glutathione S-transferase
GTPase-activating protein,RAP1GAP,5909,ENSG00000076864,"['1SRQ', '3BRW']",RAP1 GTPase activating protein
Gab1,GAB1,2549,ENSG00000109458,4QSY,GRB2 associated binding protein 1
Gab2,GAB2,9846,ENSG00000033327,"['2VWF', '2W0Z', '5EWZ', '5EXA', '6Y3R', '6Y3S']",GRB2 associated binding protein 2
Gadd45,Gadd45,35646,FBgn0033153,,Growth arrest and DNA damage-inducible 45
Gadd45a,GADD45A,1647,ENSG00000116717,2KG4,growth arrest and DNA damage inducible alpha
Gadd45b,GADD45B,4616,ENSG00000099860,,growth arrest and DNA damage inducible beta
Gadd45g,GADD45G,10912,ENSG00000130222,"['2WAL', '3FFM']",growth arrest and DNA damage inducible gamma
Grb2,GRB2,2885,ENSG00000177885,"['1AZE', '1BM2', '1BMB', '1CJ1', '1FHS', '1FYR', '1GCQ', '1GFC', '1GFD', '1GHU', '1GRI', '1IO6', '1JYQ', '1JYR', '1JYU', '1QG1', '1TZE', '1X0N', '1ZFP', '2AOA', '2AOB', '2H46', '2H5K', '2HUW', '2VVK', '2VWF', '2W0Z', '3C7I', '3IMD', '3IMJ', '3IN7', '3IN8', '3KFJ', '3MXC', '3MXY', '3N7Y', '3N84', '3N8M', '3OV1', '3OVE', '3S8L', '3S8N', '3S8O', '3WA4', '4P9V', '4P9Z', '5CDW', '6ICG', '6ICH', '6SDF', '6VK2', '6WM1', '6WO2']",growth factor receptor bound protein 2
HDAC1,HDAC1,3065,ENSG00000116478,"['1TYI', '4BKX', '5ICN', '6Z2J', '6Z2K', '7AO8', '7AO9', '7AOA']",histone deacetylase 1
Hif1 alpha,HIF1,850638,YLL022C,"['4NQ0', '5BT1']",Hif1p
Hsp90,HSP90,BGIBMGA004612,,,90-kDa heat shock protein
Hsp90,HSP90,DAPPUDRAFT_302452,DAPPUDRAFT_302452,,
Hsp90,HSP90,NEMVEDRAFT_v1g178640,,,Predicted protein
Hsp90,HSP90,Phatr3_J55215,,,Heat shock protein Hsp90
Hsp90,HSP90,PITG_06415,,,Heat shock protein 90
Hsp90,Hsp90,GeneID_408928,,,
Hsp90,HSP90,39729011,,,"heat shock protein 90, putative"
Hsp90,HSP90,64575050,,,Heat shock protein 90
Hsp90,HSP90,39866353,,,"heat shock protein 90, putative"
Hsp90,HSP90,59370575,,,heat shock protein 90
Hsp90beta,LOC117402836,117402836,,,heat shock protein HSP 90-beta
IFN,IFN,ENSDLAG00005015631,ENSDLAG00005015631,,
IFN,ifn,100304604,ENSIPUG00000009945,,interferon
IFN alpha,IFN,ENSDLAG00005015631,ENSDLAG00005015631,,
IFN alpha,ifn,100304604,ENSIPUG00000009945,,interferon
IL-2,IL-2,ENSOCUG00000010100,ENSOCUG00000010100,,"Oryctolagus cuniculus interleukin 2 (IL2), transcript variant 1, mRNA."
IL-2,IL-2,ENSSSCG00065036141,ENSSSCG00065036141,,Interleukin-2
IL-2,IL-2,101794925,ENSAPLG00020003663,,interleukin-2 precursor
IL-2,IL-2,ENSDLAG00005010881,ENSDLAG00005010881,,
IL-2,il-2,654315,ENSTRUG00000008720,,interleukin-2 precursor
IL-2,il-2,100169842,,,interleukin-2
IL-2,il-2,100499590,,,Interleukin-2
IL-2,il-2,100190873,,,interleukin-2
IL-4,IL-4,ENSSSCG00065022324,ENSSSCG00065022324,,"Sus scrofa interleukin 4 (IL4), mRNA."
IL-4,IL-4,ENSSSCG00035022691,ENSSSCG00035022691,,"Sus scrofa interleukin 4 (IL4), mRNA."
IL-4,IL-4,ENSOCUG00000011943,ENSOCUG00000011943,,interleukin 4
IL-6,il-6,503562,ENSTRUG00000008735,,interleukin-6
IL-6,IL-6,100628202,,,interleukin-6
IL-6 receptor,RECEPTOR,443145,,,neuropilin-1
IL-8,il-8,100136039,ENSOMYG00000022444,,cxc chemokine-like
IL-8,IL-8,102090447,,,interleukin-8
IL-8,il-8,100534479,ENSONIG00000029754,,interleukin-8
IkappaBbeta,Nfkbib,81525,ENSRNOG00000020063,,NFKB inhibitor beta
Imp3,IMP3,55272,ENSG00000177971,2CQJ,IMP U3 small nucleolar ribonucleoprotein 3
Imp4,IMP4,92856,ENSG00000136718,,IMP U3 small nucleolar ribonucleoprotein 4
Interleukin-6,IL6,3569,ENSG00000136244,"['1ALU', '1IL6', '1N2Q', '1P9M', '2IL6', '4CNI', '4J4L', '4NI7', '4NI9', '4O9H', '4ZS7', '5FUC', '7NXZ']",interleukin 6
Jak2,JAK2,3717,ENSG00000096968,"['2B7A', '2W1I', '2XA4', '3E62', '3E63', '3E64', '3FUP', '3IO7', '3IOK', '3JY9', '3KCK', '3KRR', '3LPB', '3Q32', '3RVG', '3TJC', '3TJD', '3UGC', '3ZMM', '4AQC', '4BBE', '4BBF', '4C61', '4C62', '4D0W', '4D0X', '4D1S', '4E4M', '4E6D', '4E6Q', '4F08', '4F09', '4FVP', '4FVQ', '4FVR', '4GFM', '4GMY', '4HGE', '4IVA', '4JI9', '4JIA', '4P7E', '4YTC', '4YTF', '4YTH', '4YTI', '4Z32', '4ZIM', '5AEP', '5CF4', '5CF5', '5CF6', '5CF8', '5HEZ', '5I4N', '5L3A', '5TQ3', '5TQ4', '5TQ5', '5TQ6', '5TQ7', '5TQ8', '5USY', '5USZ', '5UT0', '5UT1', '5UT2', '5UT3', '5UT4', '5UT5', '5UT6', '5WEV', '5WIJ', '5WIK', '5WIL', '5WIM', '5WIN', '6AAJ', '6BBV', '6BRW', '6BS0', '6BSS', '6D2I', '6DRW', '6E2P', '6E2Q', '6G3C', '6M9H', '6OAV', '6OBB', '6OBF', '6OBL', '6OCC', '6TPD', '6VGL', '6VN8', '6VNB', '6VNC', '6VNE', '6VNF', '6VNG', '6VNH', '6VNI', '6VNJ', '6VNK', '6VNL', '6VNM', '6VS3', '6VSN', '6WTN', '6WTO', '6WTP', '6WTQ', '6X8E', '6XJK']",Janus kinase 2
Janus kinase 2,2,18990000,,,hypothetical protein
Janus kinase 2,2,2610712,,,DNA end protector protein
Janus kinase 2,2,921009,,,PBSX family terminase large subunit
Janus kinase 2,2,1732947,,,terminase large subunit
Janus kinase 2,2,2657174,,,terminase
Janus kinase 2,2,1259214,,,hypothetical protein
Janus kinase 2,2,2700963,,,terminase small subunit
Janus kinase 2,2,3416180,,,DNA end protector protein
Janus kinase 2,2,1262411,,,inhibitor of host bacterial RNA polymerase
Janus kinase 2,2,2777092,,,terminase large subunit
LDL receptor,RECEPTOR,443145,,,neuropilin-1
LDLR,LDLR,3949,ENSG00000130164,"['1AJJ', '1D2J', '1F5Y', '1F8Z', '1HJ7', '1HZ8', '1I0U', '1IJQ', '1LDL', '1LDR', '1LRX', '1N7D', '1XFE', '2FCW', '2KRI', '2LGP', '2M7P', '2MG9', '2W2M', '2W2N', '2W2O', '2W2P', '2W2Q', '3BPS', '3GCW', '3GCX', '3M0C', '3P5B', '3P5C', '3SO6', '4NE9', '5OY9', '5OYL']",low density lipoprotein receptor
LFA-1,itgal,100495488,,,integrin subunit alpha L
LH beta,lh,249585,,,late hatching
LIS1,lis1,DDB_G0288375,DDB_G0288375,,
LIS1,lis1,31367320,,,putative dynein regulator
LIS1,lis1,8626591,,,WD40 repeat-containing protein
LIS1,lis1,14877188,,,putative dynein regulator
LIS1,LIS1,GMOY000875,GMOY000875,,Lissencephaly-1 homolog
MCP-1,mcp-1,178982,WBGene00015678,,GDP-D-glucose phosphorylase 1
MCP-1,MCP-1,100127112,ENSFCAG00000038488,,monocyte chemoattractant protein 1
MCP-1,MCP-1,100009115,,,macrophage cationic peptide 1
MEF2A,MEF2A,4205,ENSG00000068305,"['1C7U', '1EGW', '1LEW', '3KOV', '3MU6', '3P57', '6BYY', '6BZ1']",myocyte enhancer factor 2A
MSH2,MSH2,4436,ENSG00000095002,"['2O8B', '2O8C', '2O8D', '2O8E', '2O8F', '3THW', '3THX', '3THY', '3THZ']",mutS homolog 2
Megalin,megalin,GMOY005379,GMOY005379,,
MyD118,Gadd45b,17873,ENSMUSG00000015312,,growth arrest and DNA-damage-inducible 45 beta
NF-E2,nf-e2,778690,ENSCING00000003373,,transcription factor protein
NF-E2-related factor 2,2,18990000,,,hypothetical protein
NF-E2-related factor 2,2,2610712,,,DNA end protector protein
NF-E2-related factor 2,2,921009,,,PBSX family terminase large subunit
NF-E2-related factor 2,2,1732947,,,terminase large subunit
NF-E2-related factor 2,2,2657174,,,terminase
NF-E2-related factor 2,2,1259214,,,hypothetical protein
NF-E2-related factor 2,2,2700963,,,terminase small subunit
NF-E2-related factor 2,2,3416180,,,DNA end protector protein
NF-E2-related factor 2,2,1262411,,,inhibitor of host bacterial RNA polymerase
NF-E2-related factor 2,2,2777092,,,terminase large subunit
NRF2,SRAE_1000134700,WBGene00257952,WBGene00257952,,Nrf2-associated protein keap1b
NRF2,SRAE_2000464100,WBGene00264875,WBGene00264875,,Nrf2-associated protein keap1b
NRF2,SRAE_1000134700,36375447,,,Nrf2-associated protein keap1b
NRF2,SRAE_2000464100,36382368,,,Nrf2-associated protein keap1b
Nck,NCK2,8440,ENSG00000071051,"['1U5S', '1WX6', '1Z3K', '2B86', '2CIA', '2FRW', '2FRY', '2JXB', '4E6R']",NCK adaptor protein 2
Nck,NCKAP1,10787,ENSG00000061676,"['3P8C', '4N78']",NCK associated protein 1
Nck,NCKAP5,344148,ENSG00000176771,,NCK associated protein 5
Nck,NCK1,4690,ENSG00000158092,"['2CI8', '2CI9', '2CUB', '2JS0', '2JS2', '2JW4', '5QU1', '5QU2', '5QU3', '5QU4', '5QU5', '5QU6', '5QU7', '5QU8', '5QUA']",NCK adaptor protein 1
NudC,NUDC,10726,ENSG00000090273,3QOR,"nuclear distribution C, dynein complex regulator"
OX1R,Hcrtr1,117709045,,,hypocretin receptor 1
P-selectin glycoprotein ligand 1,1,1262422,,,T3/T7-like RNA polymerase
P-selectin glycoprotein ligand 1,1,3416177,,,deoxynucleoside monophosphate kinase
P-selectin glycoprotein ligand 1,1,920970,,,portal protein
P-selectin glycoprotein ligand 1,1,1732943,,,P27 family terminase small subunit
P-selectin glycoprotein ligand 1,1,1259213,,,hypothetical protein
P-selectin glycoprotein ligand 1,1,2700962,,,HNH endonuclease
P-selectin glycoprotein ligand 1,1,2657180,,,adenylate kinase
P-selectin glycoprotein ligand 1,1,2610612,,,deoxynucleoside monophosphate kinase
P-selectin glycoprotein ligand 1,1,1258857,,,gp1
P-selectin glycoprotein ligand 1,1,10323382,,,gp3 dNMP kinase
PC-3,STEHIDRAFT_149157,18799890,,,cytochrome P450 monooxygenase pc-3
PC-3,STEHIDRAFT_170913,18803778,,,cytochrome P450 monooxygenase pc-3
PC-3,CONPUDRAFT_53865,19207612,,,cytochrome P450 monooxygenase pc-3
PC-3,CONPUDRAFT_80804,19210133,,,cytochrome P450 monooxygenase pc-3
PC-3,TRAVEDRAFT_162686,19410540,,,cytochrome P450 monooxygenase pc-3
PC-3,TRAVEDRAFT_143276,19409323,,,cytochrome P450 monooxygenase pc-3
PC-3,STEHIDRAFT_137138,18798606,,,cytochrome P450 monooxygenase pc-3
PC-3,STEHIDRAFT_164953,18802710,,,cytochrome P450 monooxygenase pc-3
PC-3,STEHIDRAFT_73339,18806779,,,cytochrome P450 monooxygenase pc-3
PC-3,EDB91DRAFT_1152595,64613381,,,cytochrome P450 monooxygenase pc-3
PG-M,Vcan,13003,ENSMUSG00000021614,,versican
PGs,Cre-pgs-1,WBGene00057183,,,CRE-PGS-1 protein
PGs,Cre-pgs-1,9820984,WBGene00057183,,CRE-PGS-1 protein
PGs,Cbr-pgs-1,8581327,,,Protein CBR-PGS-1
PIAS1,PIAS1,8554,ENSG00000033800,1V66,protein inhibitor of activated STAT 1
PIASxalpha,Pias2,17344,ENSMUSG00000025423,,protein inhibitor of activated STAT 2
PLCgamma1,plcg1.L,398359,,,phospholipase C gamma 1 L homeolog
PLCgamma1,plcg1.S,398360,,,phospholipase C gamma 1 S homeolog
PTP-1C,ptpn6,100144699,ENSXETG00000023918,,protein tyrosine phosphatase non-receptor type 6
PTP-PEST,ptpn12.S,431887,,,protein tyrosine phosphatase non-receptor type 12 S homeolog
Pinin,Pnn,18949,ENSMUSG00000020994,,pinin
Plk1,PLK1,5347,ENSG00000166851,"['1Q4K', '1Q4O', '1UMW', '2OGQ', '2OJX', '2OU7', '2OWB', '2RKU', '2V5Q', '2YAC', '3BZI', '3C5L', '3FC2', '3FVH', '3HIH', '3HIK', '3KB7', '3P2W', '3P2Z', '3P34', '3P35', '3P36', '3P37', '3Q1I', '3RQ7', '3THB', '4A4L', '4A4O', '4DFW', '4E67', '4E9C', '4E9D', '4H5X', '4H71', '4HAB', '4HCO', '4HY2', '4J52', '4J53', '4LKL', '4LKM', '4O56', '4O6W', '4O9W', '4RCP', '4WHH', '4WHK', '4WHL', '4X9R', '4X9V', '4X9W', '5J19', '5NEI', '5NFU', '5NJE', '5NMM', '5NN1', '5NN2', '5TA6', '5TA8', '6AX4', '6GY2']",polo like kinase 1
RANTES,SPAPADRAFT_54818,18871891,,,Rantes
Rac1,RAC1,5879,ENSG00000136238,"['1E96', '1FOE', '1G4U', '1HE1', '1HH4', '1I4D', '1I4L', '1I4T', '1MH1', '1RYF', '1RYH', '2FJU', '2H7V', '2NZ8', '2P2L', '2RMK', '2VRW', '2WKP', '2WKQ', '2WKR', '2YIN', '3B13', '3BJI', '3RYT', '3SBD', '3SBE', '3SU8', '3SUA', '3TH5', '4GZL', '4GZM', '4YON', '5FI0', '5HZH', '5N6O', '5O33', '5QQD', '5QQE', '5QQF', '5QQG', '5QQH', '5QQI', '5QQJ', '5QQK', '5QQL', '5QQM', '5QQN', '5QU9', '6AGP', '6BC1', '6TGC', '6X1G', '7AJK']",Rac family small GTPase 1
Rad17,RAD17,5884,,,RAD17 checkpoint clamp loader component
